Gene,Target_ChEMBL_ID,Target_Name,Molecule_ChEMBL_ID,Drug_Name,SMILES,pChEMBL,Assay_Type,Max_Phase,First_Approval,Source
NLRP3,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",CHEMBL5184033,,CN(C)c1ccc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c2nonc12,7.22,IC50,,,ChEMBL_API
iNOS,CHEMBL4481,"Nitric oxide synthase, inducible",CHEMBL75496,,CCCC1CC(C)=CC(N)=N1,7.22,IC50,,,ChEMBL_API
NLRP3,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",CHEMBL5188490,,CSc1ccc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c2nonc12,7.21,IC50,,,ChEMBL_API
IL6,CHEMBL1795129,Interleukin-6,CHEMBL5977638,,CCCCOc1nc(N)c2nc(O)n(Cc3ccc(Oc4ccc(CNCC5CC5)cc4)nc3)c2n1,7.19,EC50,,,ChEMBL_API
ULK1,CHEMBL6006,Serine/threonine-protein kinase ULK1,CHEMBL3603853,,O=C(NCCCNc1nc(Nc2cccc(NC(=O)N3CCCC3)c2)ncc1I)C1CC1,7.17,IC50,,,ChEMBL_API
iNOS,CHEMBL4481,"Nitric oxide synthase, inducible",CHEMBL114551,GW-274150,CC(=N)NCCSCC[C@H](N)C(=O)O,7.16,IC50,2.0,,ChEMBL_API
NLRP3,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",CHEMBL4758640,,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)/C=C/c1cccs1,7.16,IC50,,,ChEMBL_API
iNOS,CHEMBL4481,"Nitric oxide synthase, inducible",CHEMBL114500,,COc1ccnc(NC2CCN(C(=O)c3ccc(C#N)cc3)CC2)c1,7.15,IC50,,,ChEMBL_API
TNF,CHEMBL1825,Tumor necrosis factor,CHEMBL1481543,,Cc1ccc(C(=O)O/N=C(\N)c2ccccn2)c(C)c1,7.15,IC50,,,ChEMBL_API
IL6,CHEMBL1795129,Interleukin-6,CHEMBL5862695,,CCCCOc1nc(N)c2nc(O)n(Cc3ccc(Nc4ccc(CNCCO)cc4)nc3)c2n1,7.14,EC50,,,ChEMBL_API
NLRP3,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",CHEMBL4539790,,CC(=O)C1=C(C(Cl)(Cl)Cl)N[B-](c2ccccc2)(c2ccccc2)[O+]=C1N,7.13,IC50,,,ChEMBL_API
NLRP3,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",CHEMBL4759516,,Cc1csc(/C=C/S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)n1,7.12,IC50,,,ChEMBL_API
iNOS,CHEMBL4481,"Nitric oxide synthase, inducible",CHEMBL61939,,Cc1ccnc(N)c1C,7.12,IC50,,,ChEMBL_API
iNOS,CHEMBL4481,"Nitric oxide synthase, inducible",CHEMBL60372,,Cc1cc(N)nc(CCC(C)C)c1,7.12,IC50,,,ChEMBL_API
MTOR,CHEMBL2842,Serine/threonine-protein kinase mTOR,CHEMBL574207,,Oc1cccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)c1,7.11,IC50,,,ChEMBL_API
IL6,CHEMBL1795129,Interleukin-6,CHEMBL6049858,,CCCCOc1nc(N)c2nc(O)n(Cc3ccc(Oc4cccc(CNC5COC5)n4)cc3)c2n1,7.11,EC50,,,ChEMBL_API
NLRP3,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",CHEMBL5180041,,O=C(Cc1ccc2cc[nH]c2c1)Nc1cccc(O)c1,7.11,IC50,,,ChEMBL_API
iNOS,CHEMBL4481,"Nitric oxide synthase, inducible",CHEMBL269076,,CC1CC(N)=NC(C)C1,7.10,IC50,,,ChEMBL_API
TNF,CHEMBL1825,Tumor necrosis factor,CHEMBL1487136,,Cc1cc(C(=O)NC2CCCc3c2cnn3-c2ccc(C)c(C)c2)n(C)n1,7.10,IC50,,,ChEMBL_API
NLRP3,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",CHEMBL4791679,,CCS(=O)(=O)Cc1csc(/C=C/S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)n1,7.10,IC50,,,ChEMBL_API
ULK1,CHEMBL6006,Serine/threonine-protein kinase ULK1,CHEMBL1721885,SU-014813,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1,7.09,Kd,2.0,,ChEMBL_API
NLRP3,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",CHEMBL5173327,,C#CCNS(=O)(=O)c1ccc(CCN(Cc2cc(Cl)ccc2OCCC)C(=O)c2ccc(F)cc2)cc1,7.08,Kd,,,ChEMBL_API
IL6,CHEMBL1795129,Interleukin-6,CHEMBL5903936,,COc1cc(OCC(O)CC(=O)OC(C)(C)C)ccc1-c1ccc2c(c1COc1cc(F)ccc1C)N(C)C(=O)C(C)(C)N2,7.08,IC50,,,ChEMBL_API
IL6,CHEMBL1795129,Interleukin-6,CHEMBL5787885,,CCCCOc1nc(N)c2nc(O)n(Cc3ccc(Oc4ccc(CNCCC#N)cc4)nc3)c2n1,7.07,EC50,,,ChEMBL_API
ULK1,CHEMBL6006,Serine/threonine-protein kinase ULK1,CHEMBL577784,BX-795,O=C(NCCCNc1nc(Nc2cccc(NC(=O)N3CCCC3)c2)ncc1I)c1cccs1,7.06,IC50,,,ChEMBL_API
MTOR,CHEMBL2842,Serine/threonine-protein kinase mTOR,CHEMBL572830,,c1ccc(CN2CCC(n3ncc4c(N5CCOCC5)nc(-c5ccc6[nH]ccc6c5)nc43)CC2)cc1,7.06,IC50,,,ChEMBL_API
iNOS,CHEMBL4481,"Nitric oxide synthase, inducible",CHEMBL112246,,CCOC(=O)N1CCC(Nc2cc(OC)ccn2)CC1,7.05,IC50,,,ChEMBL_API
iNOS,CHEMBL4481,"Nitric oxide synthase, inducible",CHEMBL274405,,NC1=NC(c2ccco2)Cc2ccsc21,7.05,IC50,,,ChEMBL_API
IL6,CHEMBL1795129,Interleukin-6,CHEMBL5781484,,COc1ccc(O)cc1-c1ccc2c(c1COc1cc(F)ccc1C)N(C)C(=O)C(C)(C)N2,7.03,IC50,,,ChEMBL_API
NLRP3,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",CHEMBL4745667,,CCSCc1csc(/C=C/S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)n1,7.03,IC50,,,ChEMBL_API
NLRP3,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",CHEMBL4756798,,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)/C=C/c1ccsc1,7.02,IC50,,,ChEMBL_API
IL6,CHEMBL1795129,Interleukin-6,CHEMBL5823588,,CCCCOc1nc(N)c2nc(O)n(Cc3ccc(Oc4ccc(CNCC(F)F)nc4)nc3)c2n1,7.00,EC50,,,ChEMBL_API
NLRP3,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",CHEMBL5187589,,CN(C)c1ccc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c2n[se]nc12,7.00,IC50,,,ChEMBL_API
IL6,CHEMBL1795129,Interleukin-6,CHEMBL5765280,,CCCCOc1nc(N)c2nc(O)n(Cc3ccc(Oc4ccc(CO)cc4)nc3)c2n1,6.98,EC50,,,ChEMBL_API
NLRP3,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",CHEMBL5184563,,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1ccc(N2CCOCC2)c2nonc12,6.97,IC50,,,ChEMBL_API
ULK1,CHEMBL6006,Serine/threonine-protein kinase ULK1,CHEMBL4128069,,CNC(=O)c1ccccc1Oc1nc(Nc2cc(OC)c(OC)c(OC)c2)ncc1Br,6.97,IC50,,,ChEMBL_API
IL6,CHEMBL1795129,Interleukin-6,CHEMBL5763153,,CCCCOc1nc(N)c2nc(O)n(Cc3ccc(-c4csc(CN)c4)cc3)c2n1,6.97,EC50,,,ChEMBL_API
NLRP3,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",CHEMBL4279629,,Cc1ccc(-c2ccc3c(c2)nc(N)c2nc(CN4CCCC4=O)[nH]c23)cc1,6.96,EC50,,,ChEMBL_API
NLRP3,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",CHEMBL4646271,,N#CN=S(=O)(NC(=O)Nc1c2c(cc3c1CCC3)CCC2)c1ccncc1,6.96,IC50,,,ChEMBL_API
ULK1,CHEMBL6006,Serine/threonine-protein kinase ULK1,CHEMBL4167729,,COc1ccccc1Nc1n[nH]c2ccc(NC(=O)C3CCCC(N)C3)cc12,6.96,IC50,,,ChEMBL_API
iNOS,CHEMBL4481,"Nitric oxide synthase, inducible",CHEMBL299677,,Cc1cc(N)nc(C(C)C)c1,6.96,IC50,,,ChEMBL_API
iNOS,CHEMBL4481,"Nitric oxide synthase, inducible",CHEMBL8281,,C#CC1Cc2sccc2C(N)=N1,6.96,IC50,,,ChEMBL_API
ULK1,CHEMBL6006,Serine/threonine-protein kinase ULK1,CHEMBL2041933,AZD-7762,NC(=O)Nc1cc(-c2cccc(F)c2)sc1C(=O)N[C@H]1CCCNC1,6.94,Kd,1.0,,ChEMBL_API
iNOS,CHEMBL4481,"Nitric oxide synthase, inducible",CHEMBL40833,,Cc1ccnc(N)c1,6.92,IC50,,,ChEMBL_API
ULK1,CHEMBL6006,Serine/threonine-protein kinase ULK1,CHEMBL3605056,,NCCCNc1nc(Nc2cccc(NC(=O)N3CCCC3)c2)ncc1I,6.92,IC50,,,ChEMBL_API
iNOS,CHEMBL4481,"Nitric oxide synthase, inducible",CHEMBL555715,,Br.Br.N=C(Nc1cccc(CN)c1)c1cccs1,6.92,Ki,,,ChEMBL_API
MTOR,CHEMBL2842,Serine/threonine-protein kinase mTOR,CHEMBL574211,,c1ccc(CN2CCC(n3ncc4c(N5CCOCC5)nc(-c5cnc6ccccc6c5)nc43)CC2)cc1,6.92,IC50,,,ChEMBL_API
IL6,CHEMBL1795129,Interleukin-6,CHEMBL5879704,,COc1ccc(CO)cc1-c1ccc2c(c1COc1cc(F)ccc1C)N(C)C(=O)C(C)(C)N2,6.91,IC50,,,ChEMBL_API
NLRP3,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",CHEMBL4756693,,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)/C=C/c1cncs1,6.90,IC50,,,ChEMBL_API
iNOS,CHEMBL4481,"Nitric oxide synthase, inducible",CHEMBL7889,L-NIL,CC(=N)NCCCC[C@H](N)C(=O)O,6.89,IC50,,,ChEMBL_API
MTOR,CHEMBL2842,Serine/threonine-protein kinase mTOR,CHEMBL586051,,c1ccc(CN2CCC(n3ncc4c(N5CCOCC5)nc(-c5cc6ccccc6[nH]5)nc43)CC2)cc1,6.89,IC50,,,ChEMBL_API
IL6,CHEMBL1795129,Interleukin-6,CHEMBL5849169,,CCCCOc1nc(N)c2nc(O)n(Cc3ccc(Oc4ccc(CN5CCN(C)CC5)cc4)c(F)c3)c2n1,6.89,EC50,,,ChEMBL_API
NLRP3,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",CHEMBL5185500,,S=c1cc(CC2CCCCO2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,6.89,IC50,,,ChEMBL_API
IL6,CHEMBL1795129,Interleukin-6,CHEMBL5793963,,CCCCOc1nc(N)c2nc(O)n(Cc3ccc(Oc4cccc(CNCCC#N)n4)cc3)c2n1,6.88,EC50,,,ChEMBL_API
ULK1,CHEMBL6006,Serine/threonine-protein kinase ULK1,CHEMBL4465866,,CO[C@@H]1[C@H](NCCOCCOCCOCCNC(=O)CCC2=[N+]3C(=Cc4c(C)cc(C)n4[B-]3(F)F)C=C2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,6.87,Kd,,,ChEMBL_API
iNOS,CHEMBL4481,"Nitric oxide synthase, inducible",CHEMBL148951,,N=C(N)SCCF,6.85,IC50,,,ChEMBL_API
NLRP3,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",CHEMBL4742825,,CC(C)(O)c1csc(/C=C/S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)n1,6.85,IC50,,,ChEMBL_API
iNOS,CHEMBL4481,"Nitric oxide synthase, inducible",CHEMBL544788,,CC(=N)NCc1cccc(CN)c1.Cl.Cl,6.85,Ki,,,ChEMBL_API
TNF,CHEMBL1825,Tumor necrosis factor,CHEMBL1569174,,CCOC(=O)c1ccc(NC(=O)c2ccc(CN3CCc4ccccc4C3)cc2)cc1,6.85,IC50,,,ChEMBL_API
MTOR,CHEMBL2842,Serine/threonine-protein kinase mTOR,CHEMBL578453,,c1ccc(CN2CCC(n3ncc4c(N5CCOCC5)nc(-c5cccc6[nH]ccc56)nc43)CC2)cc1,6.84,IC50,,,ChEMBL_API
NLRP3,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",CHEMBL5184899,,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1ccc(Cl)c2nonc12,6.84,IC50,,,ChEMBL_API
TNF,CHEMBL1825,Tumor necrosis factor,CHEMBL3640302,,O=C1NC(=O)[C@](C#Cc2cccnc2)(CN2Cc3ccc(I)cc3C2=O)N1,6.84,Ki,,,ChEMBL_API
IL1B,CHEMBL1909490,Interleukin-1 beta,CHEMBL5572769,,CC(C(=O)N[C@H](C=O)CC(=O)O)n1cccc(NC(=O)CCc2ccccc2)c1=O,6.82,Ki,,,ChEMBL_API
iNOS,CHEMBL4481,"Nitric oxide synthase, inducible",CHEMBL8302,,CC#CC1Cc2ccsc2C(N)=N1,6.82,IC50,,,ChEMBL_API
iNOS,CHEMBL4481,"Nitric oxide synthase, inducible",CHEMBL8041,,NC1=NC(c2cccs2)Cc2ccsc21,6.82,IC50,,,ChEMBL_API
IL1B,CHEMBL1909490,Interleukin-1 beta,CHEMBL5573879,,O=C[C@@H](CC(=O)O)NC(=O)Cn1c(Cc2ccccc2)ccc(NC(=O)CCc2ccccc2)c1=O,6.82,Ki,,,ChEMBL_API
iNOS,CHEMBL4481,"Nitric oxide synthase, inducible",CHEMBL321691,ETHYLISOTHIOUREA,CCSC(=N)N,6.80,IC50,,,ChEMBL_API
iNOS,CHEMBL4481,"Nitric oxide synthase, inducible",CHEMBL553271,,CCCC1CCCCC(N)=N1.Cl,6.80,IC50,,,ChEMBL_API
iNOS,CHEMBL4481,"Nitric oxide synthase, inducible",CHEMBL552825,,Br.Br.N=C(Nc1cccc(CN)c1)c1ccco1,6.80,Ki,,,ChEMBL_API
NLRP3,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",CHEMBL4778322,,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)/C=C/c1ccncc1,6.79,IC50,,,ChEMBL_API
MTOR,CHEMBL2842,Serine/threonine-protein kinase mTOR,CHEMBL573178,,c1cc2cc(-c3nc(N4CCOCC4)c4cnn(C5CCNCC5)c4n3)ccc2[nH]1,6.77,IC50,,,ChEMBL_API
ULK1,CHEMBL6006,Serine/threonine-protein kinase ULK1,CHEMBL3605057,,O=C(NCCCNc1nc(Nc2cccc(CN3CCOCC3)c2)ncc1C1CC1)C1CCC1,6.77,IC50,,,ChEMBL_API
iNOS,CHEMBL4481,"Nitric oxide synthase, inducible",CHEMBL75428,,CC1=CC(N)=N[C@@H]2CCC[C@H]12,6.77,IC50,,,ChEMBL_API
iNOS,CHEMBL4481,"Nitric oxide synthase, inducible",CHEMBL552935,,CCC1N=C(N)CC1C.Cl,6.77,IC50,,,ChEMBL_API
MTOR,CHEMBL2842,Serine/threonine-protein kinase mTOR,CHEMBL574193,,Oc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1,6.77,IC50,,,ChEMBL_API
iNOS,CHEMBL4481,"Nitric oxide synthase, inducible",CHEMBL74919,,CC1=CC(N)=NC(C)C1,6.75,IC50,,,ChEMBL_API
TNF,CHEMBL1825,Tumor necrosis factor,CHEMBL1524014,,CCc1cc(C(=O)NC2CCCc3c2cnn3-c2cccc(C)c2C)n(C)n1,6.75,IC50,,,ChEMBL_API
NLRP3,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",CHEMBL5196575,,CC(C)c1ccc(CC(=O)Nc2cccc(O)c2)cc1,6.75,IC50,,,ChEMBL_API
ULK1,CHEMBL6006,Serine/threonine-protein kinase ULK1,CHEMBL4168817,,COC(=O)c1cccc(Nc2n[nH]c3ccc(NC(=O)C4CCCC(N)C4)cc23)c1,6.74,IC50,,,ChEMBL_API
ULK1,CHEMBL6006,Serine/threonine-protein kinase ULK1,CHEMBL2028663,DABRAFENIB,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1,6.73,Kd,4.0,2013.0,ChEMBL_API
NLRP3,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",CHEMBL4278564,,CCN(Cc1nc2c(N)nc3cc(-c4ccccc4)ccc3c2[nH]1)C(C)=O,6.72,EC50,,,ChEMBL_API
iNOS,CHEMBL4481,"Nitric oxide synthase, inducible",CHEMBL544693,,C=CCC1CCCCC(N)=N1.Cl,6.72,IC50,,,ChEMBL_API
iNOS,CHEMBL4481,"Nitric oxide synthase, inducible",CHEMBL8105,,NC1=NC(C2CC2)Cc2sccc21,6.72,IC50,,,ChEMBL_API
ULK1,CHEMBL6006,Serine/threonine-protein kinase ULK1,CHEMBL2140408,AMG-900,Cc1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccnc(N)n4)cc3)c3ccccc23)c1,6.72,Kd,1.0,,ChEMBL_API
NLRP3,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",CHEMBL4280136,,CCN(Cc1nc2c(N)nc3cc(-c4cc[nH]n4)ccc3c2n1C)C(=O)OC(C)(C)C,6.72,EC50,,,ChEMBL_API
MTOR,CHEMBL2842,Serine/threonine-protein kinase mTOR,CHEMBL578661,,O=c1[nH]c2ccc(-c3nc(N4CCOCC4)c4cnn(C5CCN(Cc6ccccc6)CC5)c4n3)cc2[nH]1,6.72,IC50,,,ChEMBL_API
MTOR,CHEMBL2842,Serine/threonine-protein kinase mTOR,CHEMBL273832,,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CC[C@H](O)[C@@]2(C)C[C@H]1OC(C)=O,6.71,IC50,,,ChEMBL_API
TNF,CHEMBL1825,Tumor necrosis factor,CHEMBL487017,APIGETRIN,O=c1cc(-c2ccc(O)cc2)oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12,6.70,Kd,,,ChEMBL_API
TNF,CHEMBL1825,Tumor necrosis factor,CHEMBL1461631,,Cn1nccc1C(=O)NC1CCCc2c1cnn2-c1ccc(C(C)(C)C)cc1,6.70,IC50,,,ChEMBL_API
iNOS,CHEMBL4481,"Nitric oxide synthase, inducible",CHEMBL75304,,CC1=CC(N)=NCC1,6.70,IC50,,,ChEMBL_API
iNOS,CHEMBL4481,"Nitric oxide synthase, inducible",CHEMBL6760,,CCCC1CCCC(N)=N1,6.70,IC50,,,ChEMBL_API
iNOS,CHEMBL4481,"Nitric oxide synthase, inducible",CHEMBL368636,,NC1=NC(c2ccco2)Nc2ccccc21,6.70,IC50,,,ChEMBL_API
TNF,CHEMBL1825,Tumor necrosis factor,CHEMBL1702900,,Cc1ccc([N+](=O)[O-])cc1NC(=O)c1cc(Cl)c2ccccc2c1O,6.69,IC50,,,ChEMBL_API
IL6,CHEMBL1795129,Interleukin-6,CHEMBL273019,BERGENIN,COc1c(O)cc2c(c1O)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1OC2=O,6.68,IC50,-1.0,,ChEMBL_API
NLRP3,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",CHEMBL4792478,,CC(C)(O)c1coc(/C=C/S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c1,6.68,IC50,,,ChEMBL_API
NLRP3,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",CHEMBL3781001,,CC(C)c1cc(Cl)cc(C(C)C)c1NC(=O)NS(=O)(=O)c1cccc(C(C)O)c1,6.68,IC50,,,ChEMBL_API
MTOR,CHEMBL2842,Serine/threonine-protein kinase mTOR,CHEMBL584362,,Oc1cccc(-c2nc(N3CCOCC3)c3cnn(C4CCNCC4)c3n2)c1,6.67,IC50,,,ChEMBL_API
NLRP3,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",CHEMBL4276704,,CCC(=O)N(CC)Cc1nc2c(N)nc3cc(-c4ccn[nH]4)ccc3c2n1CC,6.66,EC50,,,ChEMBL_API
NLRP3,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",CHEMBL4284645,,CCn1c(CN2CCCC2=O)nc2c(N)nc3cc(-c4cccs4)ccc3c21,6.66,EC50,,,ChEMBL_API
NLRP3,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",CHEMBL4293700,,Nc1nc2cc(-c3ccccc3)ccc2c2[nH]c(CN3CCCC3=O)nc12,6.66,EC50,,,ChEMBL_API
TNF,CHEMBL1825,Tumor necrosis factor,CHEMBL1480238,,COC(=O)c1ccc2nc(Nc3nc4c(F)cc(F)cc4s3)sc2c1,6.64,IC50,,,ChEMBL_API
iNOS,CHEMBL4481,"Nitric oxide synthase, inducible",CHEMBL62077,,CCc1ccnc(N)c1,6.64,IC50,,,ChEMBL_API
MTOR,CHEMBL2842,Serine/threonine-protein kinase mTOR,CHEMBL574641,,c1ccc(CN2CCC(n3ncc4c(N5CCOCC5)nc(-c5ccc6cc[nH]c6c5)nc43)CC2)cc1,6.64,IC50,,,ChEMBL_API
iNOS,CHEMBL4481,"Nitric oxide synthase, inducible",CHEMBL545059,,CCCCCC1N=C(N)CC1C(F)(F)F.Cl,6.64,IC50,,,ChEMBL_API
ULK1,CHEMBL6006,Serine/threonine-protein kinase ULK1,CHEMBL4794090,,Nc1nc(Nc2ccc3c(c2)OCO3)ncc1C(F)(F)F,6.64,IC50,,,ChEMBL_API
IL6,CHEMBL1795129,Interleukin-6,CHEMBL5821592,,CCCCOc1nc(N)c2nc(O)n(Cc3ccc(Oc4cccc(CNC5CCNCC5)n4)cc3)c2n1,6.63,EC50,,,ChEMBL_API
NLRP3,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",CHEMBL3904593,,CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2C(O)CC4)CCC3)c1,6.63,IC50,,,ChEMBL_API
TNF,CHEMBL1825,Tumor necrosis factor,CHEMBL1732337,,CC1Cc2cc(S(=O)(=O)N3CCN(c4ccc([N+](=O)[O-])cc4)CC3)ccc2N1C(=O)C1CC1,6.63,IC50,,,ChEMBL_API
NLRP3,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",CHEMBL5186980,,COc1ccc(CC(=O)Nc2cccc(O)c2)cc1,6.62,IC50,,,ChEMBL_API
NLRP3,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",CHEMBL4277080,,Nc1nc2cc(-c3cccs3)ccc2c2[nH]c(CN3CCCC3=O)nc12,6.62,EC50,,,ChEMBL_API
ULK1,CHEMBL6006,Serine/threonine-protein kinase ULK1,CHEMBL4160882,,NC1CCCC(C(=O)Nc2ccc3[nH]nc(Nc4ccnc5ccccc45)c3c2)C1,6.62,IC50,,,ChEMBL_API
ULK1,CHEMBL6006,Serine/threonine-protein kinase ULK1,CHEMBL4161514,,NC1CCCC(C(=O)Nc2ccc3[nH]nc(NC(=O)c4ccccc4)c3c2)C1,6.62,IC50,,,ChEMBL_API
TNF,CHEMBL1825,Tumor necrosis factor,CHEMBL1699128,,CC(C)(C)c1ccc(-c2nc3ccccc3s2)cc1,6.61,IC50,,,ChEMBL_API
NLRP3,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",CHEMBL5183540,,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1ccc(NC2CC(F)(F)C2)c2nonc12,6.61,IC50,,,ChEMBL_API
NLRP3,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",CHEMBL5188246,,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1ccc(N2CC3CCC(C2)O3)c2nonc12,6.61,IC50,,,ChEMBL_API
NLRP3,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",CHEMBL4778164,,CC[S+]([O-])Cc1csc(/C=C/S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)n1,6.61,IC50,,,ChEMBL_API
IL6,CHEMBL1795129,Interleukin-6,CHEMBL6059305,,CCCCOc1nc(N)c2nc(O)n(Cc3ccc4c(c3)Sc3cc(CO)ccc3N4C)c2n1,6.60,EC50,,,ChEMBL_API
iNOS,CHEMBL4481,"Nitric oxide synthase, inducible",CHEMBL322480,,CCCCC[C@H]1NC(=N)C[C@H]1C.Cl,6.60,IC50,,,ChEMBL_API
IL6,CHEMBL1795129,Interleukin-6,CHEMBL5888658,,CCCCOc1nc(N)c2nc(O)n(Cc3ccc(Oc4ccc(CN5CCOCC5)cc4)c(F)c3)c2n1,6.60,EC50,,,ChEMBL_API
MTOR,CHEMBL2842,Serine/threonine-protein kinase mTOR,CHEMBL271780,,COC[C@H]1OC(=O)/C(=C/N2CCN(CCCN(C)C)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,6.60,IC50,,,ChEMBL_API
ULK1,CHEMBL6006,Serine/threonine-protein kinase ULK1,CHEMBL4543618,,CC(C)Oc1cncnc1-c1ccc2nc(Nc3cc([C@@H](C)N4CCN(C(=O)CC(F)(F)F)CC4)ccn3)[nH]c2c1,6.58,IC50,,,ChEMBL_API
NLRP3,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",CHEMBL4849582,,COc1cc(/C=C/c2ccc(NC(=O)C3CC3)cc2)c(/C=C/[N+](=O)[O-])c(OC)c1,6.58,Kd,,,ChEMBL_API
NLRP3,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",CHEMBL5200838,,O=c1cc(Cc2ccccn2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,6.58,IC50,,,ChEMBL_API
ULK1,CHEMBL6006,Serine/threonine-protein kinase ULK1,CHEMBL1232474,,Clc1ccc(CO[C@@H](Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,6.58,EC50,,,ChEMBL_API
NLRP3,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",CHEMBL3781583,,CC(C)c1cc(Cl)cc(C(C)C)c1NC(=O)NS(=O)(=O)c1cccc(C(C)(C)O)c1,6.58,IC50,,,ChEMBL_API
ULK1,CHEMBL6006,Serine/threonine-protein kinase ULK1,CHEMBL1287853,FEDRATINIB,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,6.57,Kd,4.0,2019.0,ChEMBL_API
